initial_name,capacity,number_of_nodes,highest_dist,lowest_dist,mean_dist,median_dist,25th_dist,75th_dist,sd_dist,highest_demand,lowest_demand,mean_demand,median_demand,25th_demand,75th_demand,sd_demand,original_objective,10x_split_objective,rounded_split_objective,split_in_10x,split_in_rounded,num_of_10x_splits,num_of_rounded_splits,highest_split_distance_10x,highest_split_distance_rounded,split
p04_1050_tsplib0_NORMALIZED,100,150,49.92995093,4.472135955,24.53500589,24.67779228,18.00693909,31.52733213,9.546036826,49,10,32.21333333,34,23.25,41,10.80221376,2979.71,2915.66,2915.66,yes,yes,28,28,41.03656906,41.03656906,0
p04_1090_tsplib0_NORMALIZED,100,150,49.92995093,4.472135955,24.53500589,24.67779228,18.00693909,31.52733213,9.546036826,89,11,54.84,58.5,37.25,73,21.61174989,5190.78,4629.49,4629.49,yes,yes,73,73,44.04543109,44.04543109,0
p04_10_NORMALIZED,100,150,62.80127387,1.414213562,37.31133745,39.93110787,28.33279275,47.83041228,13.71072929,49,13,31.76666667,32.5,22.5,41,10.92850503,4356.83,4268.72,4268.72,yes,yes,38,38,60.6052803,60.6052803,0
p04_110_tsplib0_NORMALIZED,100,150,49.92995093,4.472135955,24.53500589,24.67779228,18.00693909,31.52733213,9.546036826,9,1,5.573333333,6,4,8,2.463998557,915.67,926.7,926.7,no,no,0,0,0,0,1
p04_11_NORMALIZED,100,150,70.00714249,4,39.2552898,40.08115551,28.07824683,50.1422884,14.87085145,50,12,30.73333333,30.5,20,41,11.78285006,4484.34,4384.15,4384.15,yes,yes,38,38,64.66065264,64.66065264,0
p04_12_NORMALIZED,100,150,67.94115101,6.403124237,36.79649925,39.70204703,25.48034926,47.42889327,14.56082564,49,12,30.04,29.5,20.25,39,11.07060974,4143.81,4058.71,4058.71,yes,yes,39,39,57.98275606,57.98275606,0
p04_13_NORMALIZED,100,150,65.29931087,0,37.50800334,39.05124838,26.68262343,49.39869918,14.50343703,50,12,31.06666667,31,22.25,40,10.89627867,4308.54,4229.22,4229.22,yes,yes,26,26,58.13776741,58.13776741,0
p04_14_NORMALIZED,100,150,64.35060217,7.211102551,38.50224683,38.19677776,29.5634765,49.92736414,13.84739407,50,13,30.54,30,23,37.75,10.21151637,4338.02,4243.98,4243.98,yes,yes,29,29,55,55,0
p04_15_NORMALIZED,100,150,65.7951366,1.414213562,38.53438826,39.21721047,28.5406028,51.50657421,15.26393096,50,12,32.54666667,34,23.5,41.75,10.58652393,4550.35,4422.79,4422.79,yes,yes,35,35,47.92702787,47.92702787,0
p04_16_NORMALIZED,100,150,69.3108938,9,39.04281466,41.17037054,28.33718887,48.93344793,13.14883861,50,12,31.45333333,31,22.25,41,10.76945475,4481.59,4391.82,4391.82,yes,yes,28,28,65.05382387,65.05382387,0
p04_17_NORMALIZED,100,150,70.00714249,6,40.95943664,42.60676101,32.68353322,50.4479667,14.10878745,50,12,29.46666667,29.5,21,36.75,10.07880063,4392.56,4311.71,4311.71,yes,yes,31,31,64.38167441,64.38167441,0
p04_18_NORMALIZED,100,150,68.62215386,1.414213562,39.2044438,40.4288928,28.12457108,50.58372009,15.1856814,50,12,31.62,31,23,40,10.40619687,4597.74,4483.3,4483.3,yes,yes,23,23,56.72741841,56.72741841,0
p04_19_NORMALIZED,100,150,67.26812024,4.123105626,38.13092267,40.11810915,27.89222208,49.07901296,14.15742689,50,12,29.05333333,27,20,38,11.02529617,4048.8,3957.76,3957.76,yes,yes,31,31,58.72818744,58.72818744,0
p04_1_NORMALIZED,100,150,68.59300256,1.414213562,38.62484042,39.86849402,27.51108002,49.58819409,14.19865143,50,13,31.66,32,22,43,11.32479875,4479.5,4351.09,4351.09,yes,yes,38,38,58.13776741,58.13776741,0
p04_20_NORMALIZED,100,150,63.2534584,4.123105626,38.18690806,40.28025617,29.99579057,48.12478374,13.14813242,50,12,31.68666667,32,22,41,11.19353186,4449.95,4326.94,4326.94,yes,yes,27,27,49.39635614,49.39635614,0
p04_21_NORMALIZED,100,150,65.11528238,5.099019514,36.61638195,36.55783447,27.30394805,48.13779751,13.95208131,50,12,29.99333333,30,22,37,10.62104619,4007.83,3992.86,3992.86,yes,yes,32,32,51.73973328,51.73973328,0
p04_22_NORMALIZED,100,150,65.11528238,3,39.45566181,41.21085781,29.06888371,50.75423832,14.87494822,50,12,31.66,30.5,23,43,11.14859034,4566.25,4444.4,4444.4,yes,yes,45,45,58.82176468,58.82176468,0
p04_23_NORMALIZED,100,150,66.52818951,7.211102551,39.74690795,42.10103495,30.49179474,49.48458037,13.64783163,49,12,31.62666667,33,21.25,43,11.5427014,4515.27,4438.72,4438.72,yes,yes,22,22,55.90169944,55.90169944,0
p04_24_NORMALIZED,100,150,67.2086304,6.32455532,38.64179733,38.44444878,27.71713787,49.03825018,13.36605774,49,12,30.96,30.5,22,39.75,10.34271402,4340.2,4204.95,4204.95,yes,yes,33,33,51.89412298,51.89412298,0
p04_25_NORMALIZED,100,150,67.88225099,3.605551275,37.55903045,37.38979993,28.38536808,48.19641657,15.22736239,50,12,30.77333333,30,22,41,11.43395334,4219.34,4149.91,4149.91,yes,yes,25,25,47.63402146,47.63402146,0
p04_26_NORMALIZED,100,150,65.8559033,5,40.25260992,42.46095721,31.15592033,50.4106786,13.50656857,49,12,30.28,31,20.25,39.75,11.14816577,4434.29,4355.28,4355.28,yes,yes,25,25,53.03772242,53.03772242,0
p04_27_NORMALIZED,100,150,65.94694838,2.236067977,39.31602701,42.24294428,28.74413224,49.73680711,15.20559174,50,12,30.72,30.5,21,40,10.85671528,4421,4299.8,4299.8,yes,yes,33,33,60.87692502,60.87692502,0
p04_28_NORMALIZED,100,150,67.17886572,2.236067977,38.50809108,40.65707294,28.28346615,49.64876635,14.72979705,50,12,31.09333333,30.5,20.25,42,11.65524012,4429.51,4330.83,4330.83,yes,yes,46,46,61.52235366,61.52235366,0
p04_29_NORMALIZED,100,150,65.8559033,2.236067977,38.48292177,42.30222419,27.60432968,48.90753234,14.45399824,50,12,32.86666667,34,25,41.75,10.49105439,4660.34,4510.33,4510.33,yes,yes,33,33,62.24146528,62.24146528,0
p04_2_NORMALIZED,100,150,69.29646456,4,40.24146784,41.73105576,31.88582801,49.61344393,13.72021378,50,12,31.28,30,21,42,11.27068173,4566.1,4454.78,4454.78,yes,yes,23,23,64.66065264,64.66065264,0
p04_3070_tsplib0_NORMALIZED,100,150,49.92995093,4.472135955,24.53500589,24.67779228,18.00693909,31.52733213,9.546036826,69,30,52.21333333,54,43.25,61,10.80221376,5122.01,4434.75,4434.75,yes,yes,60,60,42.42640687,42.42640687,0
p04_30_NORMALIZED,100,150,64.35060217,3.16227766,37.71159727,40.20569743,27.45906044,50.35126447,15.0455563,50,12,31.24,31.5,21,40,11.43193189,4292.08,4239.86,4239.86,yes,yes,33,33,53.90732789,53.90732789,0
p04_3_NORMALIZED,100,150,67.26812024,5,39.90331014,41.10057485,30.14076312,50.76164629,14.12300155,49,12,30.16666667,29,20,41,11.57607686,4351.25,4270.35,4270.35,yes,yes,32,32,57.80138407,57.80138407,0
p04_4_NORMALIZED,100,150,65.05382387,1.414213562,39.4318253,41.26740456,30.85841391,49.79958624,14.27297518,50,12,31.84666667,33,22,42,11.33709937,4583.42,4463.39,4463.39,yes,yes,44,44,59.03388857,59.03388857,0
p04_5_NORMALIZED,100,150,65.94694838,4.472135955,36.84439946,38.52916544,25.7862108,47.09547089,14.31841106,50,12,30.64,30,20,42,11.77583967,4174.94,4095.43,4095.43,yes,yes,35,35,45.96737974,45.96737974,0
p04_6_NORMALIZED,100,150,65.94694838,4.472135955,39.43357229,41.15213472,28.6879132,50.06743936,14.35502384,50,12,30.85333333,29.5,23,39,10.44821303,4523.28,4385.35,4385.35,yes,yes,41,41,57.38466694,57.38466694,0
p04_7090_tsplib0_NORMALIZED,100,150,49.92995093,4.472135955,24.53500589,24.67779228,18.00693909,31.52733213,9.546036826,89,70,80.84666667,82,76.25,85,5.38855165,7360.5,6530.1,6530.1,yes,yes,137,137,42.42640687,42.42640687,0
p04_7_NORMALIZED,100,150,65.8559033,2,39.97817168,42.69060342,32.24464832,48.65925185,13.71832555,50,12,31.02666667,29.5,21.25,42,11.84339291,4525.45,4429.26,4429.26,yes,yes,26,26,61.84658438,61.84658438,0
p04_8_NORMALIZED,100,150,67.94115101,4.123105626,38.45310907,40.28025617,28.84537421,49.73680711,14.55695949,50,12,31.72666667,33,22,41,11.33131158,4399.63,4280.44,4280.44,yes,yes,44,44,49.04079934,49.04079934,0
p04_9_NORMALIZED,100,150,65.7951366,5.656854249,39.09259924,40.76674126,30.49993325,48.80828859,13.83842543,50,12,31.76,32,24,41,10.58784208,4494.26,4395.72,4395.72,yes,yes,33,33,55.4436651,55.4436651,0
p10_00_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,20,0,7.72361809,7,4,10,4.249622505,1276.75,1276.63,1276.63,yes,yes,6,6,25.49509757,25.49509757,0
p10_1030_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,29,10,20.24623116,21,16,25,5.586656156,2513.98,2499.3,2507.86,yes,yes,21,28,32.24903099,31.82766093,0
p10_1050_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,49,10,30.99497487,32,22,41,11.21354954,3609.38,3525.36,3525.36,yes,yes,44,44,41.03656906,41.03656906,0
p10_1090_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,89,10,52.4321608,55,34,72,22.46189785,6208.58,5632.66,5632.66,yes,yes,103,103,44.04543109,44.04543109,0
p10_10_NORMALIZED,100,199,64.44377394,4.123105626,39.22019598,39.69886648,29.32504284,49.45701488,13.41612118,50,12,30.32663317,30,21,40,11.00656927,5677.32,5604.31,5604.31,yes,yes,34,34,54.20332093,54.20332093,0
p10_110_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,9,1,5.306532663,6,3,7,2.528532166,1058.88,1064.51,1064.51,yes,yes,2,2,7.071067812,7.071067812,0
p10_11_NORMALIZED,100,199,66.60330322,4.123105626,38.68462246,39.45883931,27.65863337,49.96497547,14.21717714,50,12,30.2160804,30,20.5,40,11.09477412,5609.89,5475.98,5475.98,yes,yes,59,59,58.25804665,58.25804665,0
p10_12_NORMALIZED,100,199,68.62215386,5,39.64069457,41.76122604,29.10308187,49.77447093,15.12136022,50,12,30.99497487,31,22,40,10.7387887,5804.42,5708.27,5708.27,yes,yes,36,36,65.7951366,65.7951366,0
p10_13_NORMALIZED,100,199,68.59300256,5,36.88686796,38.07886553,23.72578666,48.85538614,15.67404079,50,12,30.39698492,29,21,39.5,11.18677391,5307.96,5235.1,5235.1,yes,yes,43,43,58.79625838,58.79625838,0
p10_14_NORMALIZED,100,199,65.7951366,5,39.36806487,41.61730409,30.63446801,49.32032257,13.63006176,50,12,30.94472362,31,20,40,11.3811075,5786.39,5660.53,5660.53,yes,yes,63,63,60.87692502,60.87692502,0
p10_15_NORMALIZED,100,199,67.89698079,4,38.48197493,40.19950248,28.17800561,48.42001488,13.4986289,49,12,31.92462312,33,22,43,11.39202519,5904.43,5757.72,5757.72,yes,yes,44,44,54.91812087,54.91812087,0
p10_16_NORMALIZED,100,199,70.71067812,5.385164807,39.62515251,41.40048309,28.737182,50.78877614,14.46336741,50,12,30.98994975,32,21,42,11.26964614,5888.91,5755.71,5755.71,yes,yes,51,51,62.93647591,62.93647591,0
p10_17_NORMALIZED,100,199,70.71067812,5,39.01911534,39.3192065,28.73024947,50.48251848,14.99919915,50,12,31.47236181,33,22,40,10.58813169,5800.86,5674,5674,yes,yes,42,42,63.70243323,63.70243323,0
p10_18_NORMALIZED,100,199,67.26812024,2.236067977,40.1978749,41.23105626,30.73913089,51.17612063,14.21921694,50,12,31.7638191,32,21,41,11.30791058,5937.38,5833.2,5833.2,yes,yes,36,36,58.13776741,58.13776741,0
p10_19_NORMALIZED,100,199,67.94115101,2.828427125,38.34839122,38.60051813,28.64366776,48.54296826,13.48100791,50,12,30.74371859,31,22,40,10.38406434,5623.1,5495.49,5495.49,yes,yes,42,42,58.79625838,58.79625838,0
p10_1_NORMALIZED,100,199,65.8559033,7.615773106,38.36122815,40.19950248,28.15106135,50.0049995,14.29003567,50,12,31.49748744,32,22,41,11.37831596,5733.23,5602.75,5602.75,yes,yes,51,51,56.22277119,56.22277119,0
p10_20_NORMALIZED,100,199,68.59300256,4.123105626,38.14009004,39.84971769,30.17435491,48.21304618,13.69817741,50,12,31.37688442,32,20.5,41,11.66464694,5749.77,5607.78,5607.78,yes,yes,54,54,50.59644256,50.59644256,0
p10_21_NORMALIZED,100,199,67.94115101,4.472135955,39.59624259,41.78516483,31.45479168,48.58491579,14.19947218,50,12,30.39698492,30,22,38,10.23729466,5676.46,5582.62,5582.62,yes,yes,48,48,51.85556865,51.85556865,0
p10_22_NORMALIZED,100,199,70.00714249,4.472135955,37.97763029,39.62322551,28.26656591,49.24428901,14.92110238,50,12,30.49748744,30,21,40,11.18724793,5514.92,5383.94,5383.94,yes,yes,43,43,52.83937925,52.83937925,0
p10_23_NORMALIZED,100,199,68.62215386,5.830951895,38.67376226,41,27.37687428,49.69404341,14.60513477,50,13,30.19095477,29,21.5,38,10.26893244,5423.13,5291.38,5291.38,yes,yes,45,45,54.08326913,54.08326913,0
p10_24_NORMALIZED,100,199,67.26812024,1.414213562,36.30295638,37.65634077,25.39592679,46.88811359,14.59451542,50,12,31.03517588,31,20,40.5,11.2987645,5341.08,5254.9,5254.9,yes,yes,35,35,58.05170109,58.05170109,0
p10_25_NORMALIZED,100,199,70.71067812,10.19803903,38.4818698,38.83297568,30.61045573,47.55507733,13.06785415,50,12,31.61809045,32,23,41,10.84587662,5823.32,5688.76,5688.76,yes,yes,44,44,65.05382387,65.05382387,0
p10_26_NORMALIZED,100,199,64.5368112,4.472135955,38.024388,41.01219331,27.15660015,48.29594897,13.89353588,50,12,31.93467337,32,22,42,10.97007138,5750.82,5623.47,5623.47,yes,yes,47,47,57.30619513,57.30619513,0
p10_27_NORMALIZED,100,199,65.94694838,2.236067977,38.19143957,38.27531842,28.3979489,49.42616579,14.69272796,50,12,31.71859296,32,22,42,11.48130252,5788.51,5673.46,5673.46,yes,yes,50,50,60.95900262,60.95900262,0
p10_28_NORMALIZED,100,199,70.71067812,1.414213562,38.58628803,38.58756276,28.99958484,48.65684287,14.75130125,50,12,32.9798995,34,23,42,11.05807411,6041.34,5916.82,5916.82,yes,yes,70,70,64.5368112,64.5368112,0
p10_29_NORMALIZED,100,199,70.00714249,2.236067977,38.45373279,40.31128874,26.78533026,49.64876635,15.00565664,50,12,29.3919598,29,20,38,10.39410036,5458.26,5342.81,5342.81,yes,yes,42,42,57.31491952,57.31491952,0
p10_2_NORMALIZED,100,199,65.94694838,2.236067977,38.05539919,40.11234224,27.5588469,49.16801992,14.46717511,50,12,30.64321608,31,21,41,11.24815302,5541.45,5404.03,5404.07,yes,yes,56,60,56.85068161,59.46427499,0
p10_3070_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,69,30,50.99497487,52,42,61,11.21354954,6245.63,5512.74,5488.18,yes,yes,105,98,44.04543109,41.72529209,0
p10_30_NORMALIZED,100,199,70.00714249,2.236067977,39.06130288,41.14608122,29.02855555,49.38116816,13.99707593,50,12,31.28643216,31,22,41.5,11.23451997,5827.87,5670.87,5670.87,yes,yes,47,47,56.61271942,56.61271942,0
p10_3_NORMALIZED,100,199,68.59300256,5.385164807,37.4721433,39.2173431,27.3860305,48.17148758,13.88699128,50,12,30.60301508,30,21,40,11.10562314,5427.82,5333.83,5333.83,yes,yes,45,45,58.89821729,58.89821729,0
p10_4_NORMALIZED,100,199,68.62215386,2,39.69124793,41.10960958,30.95952374,49.10189678,13.6937727,50,12,30.91959799,31,22,40.5,11.12982176,5870.91,5771.64,5771.64,yes,yes,60,60,64.44377394,64.44377394,0
p10_5_NORMALIZED,100,199,68.62215386,5,38.68480304,40.44749683,28.73008078,50.04995907,14.87159728,50,12,32.19095477,32,23.5,42,10.80171765,5967.52,5861.33,5861.33,yes,yes,52,52,58.6003413,58.6003413,0
p10_6_NORMALIZED,100,199,67.26812024,4.242640687,39.9827485,43.01162634,31.35279431,50.13980058,14.29175268,50,12,30.14070352,28,21,40.5,11.22543332,5770.29,5663.37,5663.37,yes,yes,50,50,61.52235366,61.52235366,0
p10_7090_tsplib0_NORMALIZED,100,199,49.92995093,2.236067977,24.14172858,24.35159132,17.64867475,31.08857375,9.30424101,89,70,80.24623116,81,76,85,5.586656156,9608.4,8328.88,8328.88,yes,yes,181,181,42.42640687,42.42640687,0
p10_7_NORMALIZED,100,199,65.76473219,3.16227766,38.3616497,39.96248241,27.95525141,49.76872935,14.58184019,50,12,30.82914573,31,20.5,41,11.35232714,5640.17,5516.3,5516.3,yes,yes,52,52,52.47856705,52.47856705,0
p10_8_NORMALIZED,100,199,67.26812024,3.16227766,38.10148369,39.81205847,27.46689513,49.91483691,14.64540869,50,13,32.04020101,34,24,41,10.49998286,5753.81,5625.22,5625.22,yes,yes,49,49,57.80138407,57.80138407,0
p10_9_NORMALIZED,100,199,64.44377394,5,38.78152259,40.60788101,29.99124732,48.21292126,13.11213861,50,12,29.75376884,29,21,39,10.44125338,5509.27,5365.45,5365.45,yes,yes,45,45,55.90169944,55.90169944,0
